Wavelength,Carot_0.01,Carot_1.01,Carot_2.01,Carot_3.01,Carot_4.01,Carot_5.01,Carot_6.01,Carot_7.01,Carot_8.01,Carot_9.01,Carot_10.01,Carot_11.01,Carot_12.01,Carot_13.01,Carot_14.01,Carot_15.01,Carot_16.01,Carot_17.01,Carot_18.01,Carot_19.01,Carot_20.01
410,0.04263279126025587,0.04263278949835696,0.042632788277858095,0.04263278743185781,0.04263278684508457,0.042632786437866325,0.042632786155097004,0.04263278595863574,0.04263278582206645,0.042632785727081894,0.042632785660986765,0.042632785614972184,0.042632785582922446,0.04263278556058929,0.042632785545020084,0.04263278553416164,0.04263278552658549,0.042632785521297345,0.042632785517604785,0.0426327855150254,0.04263278551322294
411,0.04256738460702947,0.042567381150942774,0.042567378757866724,0.04256737709971631,0.04256737595003954,0.04256737515240951,0.04256737459868824,0.04256737421406501,0.04256737394674864,0.04256737376085999,0.042567373631526934,0.0425673735414968,0.042567373478794863,0.042567373435104916,0.042567373404648175,0.042567373383406916,0.042567373368586306,0.04256737335824119,0.04256737335101711,0.042567373345970466,0.042567373342443586
412,0.04250200619287095,0.04250199941756681,0.04250199473160892,0.042501991488321664,0.0425019892419714,0.04250198768506368,0.04250198660529535,0.042501985855970335,0.04250198533564858,0.042501984974133364,0.042501984722814426,0.04250198454800712,0.04250198442635442,0.04250198434165035,0.042501984282643845,0.04250198424151921,0.042501984212844166,0.042501984192840944,0.042501984178881,0.04250198416913447,0.04250198416232689
413,0.042423589484272606,0.042423576537795875,0.04242356760065046,0.042423561426344715,0.042423557157546796,0.042423554204038795,0.042423552159132,0.042423550742359456,0.042423549760143224,0.04242354907877143,0.04242354860581454,0.04242354827733363,0.04242354804906764,0.04242354789035682,0.042423547779949417,0.04242354770310561,0.04242354764959603,0.04242354761231745,0.04242354758633465,0.04242354756821686,0.042423547555577895
414,0.04235828688668509,0.04235826275755454,0.042358246138883886,0.04235823468322605,0.04235822678012932,0.042358221323638375,0.04235821755352215,0.04235821494671854,0.042358213143027894,0.042358211894194364,0.042358211028977334,0.042358210429167716,0.042358210013103796,0.042358209724331256,0.04235820952379526,0.04235820938445994,0.04235820928759762,0.042358209220227726,0.04235820917334777,0.042358209140710604,0.04235820911797874
415,0.042293032491957316,0.04229298932413138,0.04229295964102764,0.0422929392116781,0.04229292513894485,0.04229291543686586,0.04229290874267039,0.04229290412029758,0.04229290092617788,0.04229289871743841,0.04229289718905231,0.04229289613075956,0.04229289539750928,0.04229289488915977,0.042292894536523504,0.04229289429176541,0.04229289412179071,0.04229289400368778,0.042292893921584855,0.04229289386448026,0.042292893824743646
416,0.04222784069501412,0.042227766055775946,0.04222771481577646,0.042227679605027685,0.042227655386580396,0.04222763871394624,0.04222762722626856,0.042227619304636525,0.04222761383779097,0.04222761006220045,0.042227607452768434,0.04222760564805626,0.04222760439906521,0.042227603534118544,0.042227602934758496,0.04222760251918765,0.04222760223088271,0.04222760203075824,0.04222760189176898,0.04222760179518892,0.04222760172804425
417,0.04217578251432888,0.04217565784268274,0.042175572407781484,0.0421755137998131,0.04217547355496413,0.042175445893425756,0.04217542686353756,0.04217541376047647,0.04217540473084966,0.04217539850337071,0.04217539420517642,0.042175391236397415,0.04217538918440713,0.04217538776513194,0.04217538678283958,0.04217538610256014,0.04217538563115262,0.04217538530429474,0.04217538507753504,0.04217538492013351,0.04217538481081839
418,0.042110773011149294,0.042110572171789984,0.0421104347832533,0.042110340694845524,0.042110276191530085,0.042110231925930594,0.04211020151926976,0.0421101806133021,0.04211016622686099,0.04211015631850535,0.04211014948883807,0.04211014477762374,0.04211014152534297,0.04211013927860525,0.04211013772545322,0.04211013665106417,0.04211013590738673,0.04211013539230867,0.042110135035350396,0.0421101347878312,0.04211013461610409
419,0.042058956939063696,0.0420586392983753,0.042058422440677264,0.042058274212775304,0.04205817278068999,0.042058103296356585,0.04205805564862193,0.04205802294312669,0.04205800047312719,0.04205798502160285,0.04205797438730531,0.04205796706243629,0.042057962013151505,0.042057958529897896,0.04205795612524346,0.04205795446404897,0.04205795331569143,0.042057952521341535,0.04205795197152919,0.042057951590748,0.0420579513268806
420,0.04199430358050941,0.04199380861866987,0.04199347141667199,0.04199324139977101,0.04199308430864132,0.041992976899981056,0.04199290338122935,0.041992853007344844,0.041992818457968595,0.04199279473970551,0.04199277844242066,0.04199276723462092,0.04199275952057281,0.04199275420700339,0.0419927505441587,0.04199274801738865,0.041992746273110504,0.04199274506819385,0.04199274423532113,0.04199274365925764,0.041992743260579474
421,0.04195598655151186,0.04195523547685635,0.04195472497964174,0.04195437753037286,0.041954140750216376,0.04195397919319851,0.04195386883462946,0.04195379336691982,0.04195374170527932,0.04195370630506864,0.04195368202475104,0.0419536653562961,0.04195365390349704,0.04195364602783218,0.04195364060773446,0.04195363687474073,0.04195363430183141,0.041953632527248146,0.04195363130245904,0.041953630456579974,0.0419536298720229
422,0.04191799640401723,0.04191688465883474,0.0419161308648987,0.04191561903463986,0.04191527102595414,0.04191503409986137,0.04191487260269229,0.04191476239319124,0.04191468710094521,0.04191463560945725,0.04191460035993967,0.04191457620624554,0.04191455964061081,0.04191454826932769,0.04191454045715889,0.041914535085858524,0.04191453138997049,0.04191452884503687,0.041914527091398895,0.041914525882200585,0.04191452504786997
423,0.041867363427883164,0.04186576548901092,0.04186468471694214,0.041863952612687244,0.041863455976844016,0.04186311861624846,0.041862889154831794,0.041862732892421206,0.041862626355099714,0.04186255363969759,0.041862503956985764,0.04186246997748597,0.0418624467157798,0.0418624307768001,0.04186241984588389,0.04186241234325302,0.041862407189584644,0.041862403646748245,0.04186240120947513,0.041862399531585846,0.041862398375695394
424,0.041830270561642714,0.04182802389679953,0.041826507051146516,0.04182548128789696,0.04182478656196608,0.04182431536515496,0.041823995343896934,0.041823777717726156,0.04182362954441162,0.04182352854274019,0.04182345962008459,0.041823412538900887,0.04182338034575617,0.041823358311909115,0.041823343217720584,0.041823332868573135,0.04182332576693192,0.041823320889881534,0.041823317538019926,0.04182331523269548,0.04182331364603945
425,0.04179379352558748,0.041790701383556214,0.04178861600343782,0.04178720720162407,0.0417862539490089,0.0417856079700435,0.04178516959725484,0.04178487171167071,0.04178466903451356,0.04178453097039332,0.04178443681371518,0.04178437253143166,0.04178432859965638,0.041784298546329056,0.04178427796785051,0.04178426386448572,0.04178425419053005,0.041784247549406905,0.04178424298672408,0.04178423984963767,0.04178423769116214
426,0.04175792951348377,0.04175379727740481,0.04175101198106819,0.04174913123453653,0.04174785915884371,0.04174699742046172,0.04174641279490543,0.041746015618271536,0.04174574543408639,0.04174556140940365,0.04174543592082706,0.04174535025285059,0.04174529170712063,0.04174525165621818,0.04174522423104978,0.041745205434107785,0.041745192539495525,0.041745183686382095,0.04174517760314183,0.04174517341992249,0.041745170541136
427,0.041722599174607085,0.0417172509954678,0.041713649327598086,0.041711219321377474,0.04170957697410612,0.04170846516670725,0.04170771136234677,0.041707199546522654,0.04170685156224564,0.041706614662685076,0.04170645319034597,0.04170634300238363,0.041706267727985386,0.041706216250842476,0.04170618101260722,0.0417061568676444,0.04170614030868317,0.041706128942450724,0.04170612113407409,0.0417061157656024,0.04170611207181287
428,0.04170127595648718,0.04169439313581549,0.04168976079904477,0.04168663706839192,0.04168452683163566,0.04168309884874073,0.041682131007755995,0.04168147405612433,0.041681027502047455,0.04168072355905858,0.0416805164225765,0.04168037509107457,0.041680278549798874,0.041680212532985865,0.041680167343112355,0.04168013637947599,0.0416801151437197,0.041680100566642404,0.04168009055181784,0.04168008366575921,0.04168007892729198
429,0.04166833718477989,0.041659464140391546,0.04165349579231415,0.04164947314931589,0.04164675680260658,0.04164491932501199,0.04164367431116966,0.04164282942473322,0.04164225523518171,0.041641864475919686,0.0416415982025962,0.04164141653374393,0.04164129244277201,0.04164120758699475,0.04164114949975998,0.041641109696713245,0.04164108239637129,0.041641063654314414,0.04164105077637651,0.041641041920348364,0.04164103582526048
430,0.04163676683415667,0.041625433244587035,0.041617822302587204,0.04161270045508441,0.041609246886035366,0.04160691393381643,0.04160533527386885,0.04160426530708784,0.041603539018459076,0.041603045313444414,0.0416027092582532,0.0416024802206319,0.04160232393208399,0.04160221716315552,0.04160214414424408,0.04160209415509301,0.041602059898437085,0.04160203640084679,0.04160202026868509,0.041602009183686665,0.04160200156049901
431,0.0416197950669511,0.04160546544855859,0.041595859540585485,0.04158940593050821,0.04158506124226546,0.041582130720612905,0.04158015052991428,0.04157881024919522,0.04157790166143338,0.04157728481056014,0.04157686543886399,0.04157657994926246,0.04157638535809083,0.04157625256681968,0.0415761618467056,0.04157609980247601,0.04157605732674972,0.041576028219491565,0.041576008254747346,0.04157599454875824,0.04157598513149756
432,0.04159160516266009,0.04157367745390019,0.04156167981029337,0.04155363211388736,0.041548222358353225,0.041544578607647376,0.041542119789843616,0.04154045768459217,0.04153933230720004,0.04153856916960366,0.0415380509260301,0.04153769850952239,0.041537458550192606,0.04153729496325876,0.04153718331241274,0.04153710702501086,0.04153705484575444,0.04153701912046508,0.04153699463735895,0.0415369778434562,0.04153696631386697
433,0.04157866191513901,0.04155638858463684,0.04154150475303852,0.04153153479259895,0.04152484146920056,0.041520338593817256,0.04151730347468009,0.04151525399386169,0.04151386773434299,0.041512928588745245,0.04151229139960872,0.04151185847340931,0.041511563939238785,0.041511363305992234,0.04151122647416942,0.04151113304937163,0.04151106919304797,0.04151102550224816,0.04151099557962365,0.041510975067354676,0.04151096099346613
434,0.04155489726638357,0.041527551722400836,0.04150930073648165,0.04149708894913804,0.04148889901577598,0.04148339454892345,0.04147968758744213,0.04147718649232861,0.04147549605451261,0.04147435165456083,0.041473575723015146,0.04147304886065695,0.04147269062913646,0.041472446740826036,0.04147228049562661,0.04147216704394629,0.04147208953509261,0.04147203652640815,0.04147200023727913,0.04147197537048022,0.04147195831521632
435,0.041546486225472724,0.041513262219316546,0.041491118144522214,0.04147632019127818,0.04146640745407548,0.041459752361382995,0.04145527509032951,0.04145225715806198,0.04145021923817073,0.041448840770473214,0.04144790688601897,0.041447273255375915,0.04144684273992466,0.04144654984142582,0.04144635031955691,0.041446214243895045,0.04144612133423404,0.0414460578292748,0.04144601437840986,0.041445984619808356,0.04144596421978495
436,0.04154091390158033,0.04150081203056926,0.04147413112822564,0.0414563309713862,0.04144442575189874,0.04143644476233921,0.041431082998415955,0.04142747368436501,0.041425039523266746,0.041423395040432055,0.04142228223895725,0.04142152806452984,0.041421016202366594,0.04142066832502195,0.04142043159194257,0.04142027029657916,0.04142016027249202,0.04142008513935012,0.041420033778756374,0.04141999863390163,0.04141997456220189
437,0.041538030368908414,0.04149012979053284,0.04145831141863128,0.041437115550955576,0.04142295902442789,0.0414134812880838,0.04140712188424583,0.041402846030681735,0.04139996556687536,0.04139802163830473,0.04139670754212229,0.04139581781163962,0.041395214510826936,0.0413948048572368,0.04139452632625281,0.04139433671092271,0.04139420747348157,0.041394119288986266,0.04139405905229748,0.041394017864108276,0.041393989673370456
438,0.04153965853143333,0.04148234443280762,0.04144435728287995,0.04141910484727343,0.041402272307019816,0.04139102418985804,0.04138349045768949,0.041378433756687164,0.04137503291706622,0.041372741474774745,0.04137119485439232,0.041370149258524565,0.041369441301241296,0.04136896126399982,0.04136863532787764,0.041368413739116365,0.04136826290788903,0.04136816012139007,0.04136808999891706,0.041368042110369985,0.041368009373434954
439,0.04154555836539782,0.04147729355953314,0.04143215968751438,0.04140222611308793,0.041382317322661455,0.04136904158451511,0.04136016775869713,0.04135422314551799,0.0413502326389446,0.04134754875876108,0.04134574044286768,0.04134452001388709,0.041343695052771565,0.041343136586375506,0.04134275799853129,0.04134250101283345,0.04134232635288674,0.04134220750494513,0.041342126543532594,0.041342071332148296,0.041342033642577485
440,0.041556230753711995,0.04147533510068595,0.041421974750772216,0.04138666270533245,0.041363225334840985,0.041347627411105994,0.04133722098084151,0.04133026223123977,0.041325599048404556,0.041322467990200416,0.04132036178858093,0.04131894254342239,0.04131798464989674,0.04131733715336211,0.04131689884481762,0.04131660173983165,0.04131640009102884,0.04131626306348757,0.041316169841207326,0.04131610635104693,0.04131606306528759
441,0.04156116948238348,0.04146521140508005,0.04140202202087579,0.041360269938398996,0.041332597636624224,0.04131420566539452,0.04130195029562001,0.041293764662156625,0.04128828530865241,0.04128461003340733,0.04128214016504979,0.04128047741359537,0.04127935616455804,0.0412785988883053,0.04127808668256086,0.04127773975700894,0.041277504470587784,0.04127734470033609,0.04127723608137574,0.04127716215483337,0.04127711178662668
442,0.04157318759982368,0.04145976481851516,0.04138517436263433,0.04133594785423926,0.04130335672226207,0.04128171660722471,0.04126730963824639,0.04125769470424865,0.04125126338546183,0.04124695253599196,0.04124405738083636,0.04124210946212645,0.04124079662935398,0.04123991040817743,0.041239311268902026,0.04123890563993757,0.04123863065338771,0.04123844399651865,0.041238317144379213,0.041238230837294075,0.04123817205243131
443,0.04160932741606055,0.041474363868221176,0.041385804178681096,0.041327478205542605,0.041288936228822806,0.04126339052886524,0.04124641202787781,0.04123509895984292,0.041227543244641694,0.041222486046606464,0.04121909434773,0.04121681537787735,0.04121528139318993,0.041214247163303415,0.041213548796198735,0.041213076535210114,0.04121275673671726,0.04121253989927307,0.04121239269315854,0.041212292641638136,0.04121222456430828
444,0.04164337537287718,0.04148318238395289,0.04137823856636079,0.04130922247588769,0.04126367638392597,0.041233524445843696,0.04121350642965166,0.04120018151817672,0.04119129043081097,0.04118534458336415,0.041181360105511655,0.041178684845047185,0.041176885383634496,0.04117567296879357,0.041174854791459936,0.04117430183545525,0.041173927601025756,0.041173673987024394,0.04117350189998461,0.04117338499307248,0.04117330548281242
445,0.041693272266425316,0.04150235700109186,0.041377475252685564,0.04129545567779592,0.04124139155350621,0.04120563799717048,0.04118192329164727,0.04116615103389433,0.04115563499678604,0.04114860736092488,0.04114390092496278,0.041140742750884286,0.04113861958822148,0.041137189766036794,0.041136225302647274,0.04113557374591219,0.04113513294428886,0.04113483432102172,0.041134631757312995,0.04113449418601393,0.04113440064647183
446,0.04177080731283537,0.04154394448422344,0.041395795941163,0.041298638111154626,0.04123467911161649,0.04119243147968972,0.041164439035598244,0.041145839628705654,0.04113344949535107,0.04112517610261334,0.04111963947717513,0.041115926754019025,0.04111343235731246,0.041111753514605005,0.04111062169436111,0.04110985746450184,0.04110934067956672,0.041108990735409294,0.041108753457342516,0.041108592371994844,0.04110848288408172
447,0.041872469026721634,0.04160111631773616,0.041424239725635414,0.04130842857970674,0.04123229913462121,0.04118207679779786,0.041148838902094004,0.0411267773316674,0.041112094900899544,0.04110229943480354,0.04109574950456069,0.04109136054862551,0.04108841385218346,0.041086431856565866,0.04108509645345903,0.04108419525850755,0.04108358617003268,0.04108317392101891,0.041082894523770945,0.04108270492460308,0.04108257610746185
448,0.04198415761870348,0.0416606306555899,0.04144996700961624,0.04131214760921438,0.041221609431665536,0.041161911529796945,0.041122417455912115,0.04109621053445552,0.041078772516283675,0.04106713990869601,0.04105936186325812,0.04105414988722446,0.04105065038197249,0.041048296285580564,0.0410467099232025,0.04104563915954449,0.04104491529892322,0.04104442524102789,0.04104409301366051,0.041043867492912715,0.04104371421806759
449,0.042132311100959045,0.0417490684121619,0.04149954826387031,0.04133629042143502,0.04122901054981962,0.04115824383638994,0.04111140185422287,0.041080299414969546,0.04105958912912834,0.041045762797204545,0.04103651011378346,0.041030304423738444,0.041026133760064504,0.04102332540671856,0.041021430991746946,0.04102015094412811,0.041019284659894795,0.04101869752519603,0.041018299031430665,0.041018028212929915,0.041017843933223046
450,0.04230309733510532,0.04185317189623059,0.04156000896384613,0.04136800748079333,0.04124169497601512,0.041158267152146565,0.04110296822952626,0.04106619657043155,0.04104167354489096,0.04102527553231732,0.04101428366279773,0.041006898945360463,0.04100192722439424,0.04099857350383506,0.040996307097223204,0.04099477287242954,0.040993732629543395,0.04099302625702712,0.0409925459172385,0.040992218844155576,0.040991995851190566
451,0.04249645599165948,0.04197316781996599,0.041631679328035284,0.04140764039813064,0.04125997361793187,0.041162246150764394,0.04109733291839636,0.04105407410006524,0.041025160069154236,0.041005781448984244,0.0409927611592537,0.0409839928059839,0.040978075264070477,0.04097407374011469,0.04097136284763065,0.0409695231347786,0.04096827261105073,0.04096742128540171,0.04096684089126695,0.04096644466902243,0.040966173829991515
452,0.04271663632651079,0.04211181708936029,0.04171637439094252,0.04145639522932276,0.041284655793054376,0.04117072885321427,0.04109487010268061,0.041044189440696176,0.0410102270495642,0.04098740488117781,0.04097202977305247,0.04096164742981098,0.040954621356709624,0.040949857012732384,0.04094662027679812,0.040944417492363265,0.0409429159087203,0.04094189073677162,0.0409411898071385,0.040940709911266006,0.040940380921843565
453,0.042967199865055775,0.04227130454541385,0.04181544910180379,0.04151512117374978,0.041316279377349455,0.04118405963307305,0.041095802721213354,0.041036688570449086,0.04099697119010441,0.04097021064836878,0.04095213346257777,0.040939892970008246,0.04093158641295952,0.0409259379721522,0.040922089746280116,0.040919463335855825,0.04091766783387008,0.04091643845309506,0.04091559545948038,0.04091501661325653,0.040914618625193695
454,0.04325053789112481,0.042453227412652964,0.04192998831694489,0.04158456531514827,0.0413553647548649,0.041202604414455266,0.0411003901156127,0.04103175649588491,0.04098552518483156,0.04095429435108432,0.040933141359121766,0.04091877956965464,0.04090900689410817,0.04090234318518766,0.040897790645639746,0.04089467483559008,0.04089253875370226,0.040891072025712495,0.040890063410843655,0.04088936885317478,0.0408888899312565
455,0.04354686993790699,0.04264507476432371,0.04205204897397393,0.041659671126374524,0.041398687367906355,0.04122430509103057,0.04110731860751384,0.041028555346505735,0.04097535550647501,0.040939317131609164,0.0409148390304006,0.040898172202312004,0.04088679832697355,0.0408790202536802,0.04087369083467109,0.040870032569125636,0.04086751716755914,0.04086578483818014,0.04086459001581595,0.04086376476030843,0.04086319400291452
456,0.043866024723691506,0.04285311808890822,0.04218566612172721,0.041743054286022596,0.04144795461813227,0.04125028350919628,0.04111732994785968,0.04102757855131452,0.04096679235007384,0.04092550124259023,0.04089737693327593,0.04087817329755981,0.04086503083192424,0.04085601744124044,0.04084982370948502,0.04084555976421317,0.04084261931143965,0.040840588293731266,0.0408391833200792,0.040838210036117595,0.04083753489708446
457,0.04422186817009391,0.04309180980625181,0.042345392886775114,0.04184914570010647,0.041517389761619616,0.041294538982637255,0.0411442154043271,0.041042437865303746,0.040973299185029045,0.0409261910945566,0.04089400575637492,0.040871960821041206,0.04085682655374036,0.040846414402931824,0.04083923679591828,0.04083427978026564,0.04083085044599582,0.040828474146590785,0.04082682502830082,0.04082567892636688,0.04082488133505422
458,0.044602383693345696,0.0433435185931514,0.042510249481415685,0.04195496213639621,0.04158280992216564,0.04133217137952042,0.04116264765152179,0.04104755316781281,0.04096914773117927,0.040915572762192556,0.04087886302965596,0.04085364556356268,0.04083628218602083,0.04082430092409787,0.040816016946390275,0.04081027864365797,0.040806296812489116,0.040803529302059216,0.0408016028436577,0.04080025990886107,0.04079932247711513
459,0.04496006590485476,0.04358686472971239,0.04267548927205588,0.04206643730430118,0.04165705371959538,0.04138050813334522,0.04119288550966234,0.041065104769066274,0.0409777817081195,0.040917922787754586,0.04087677541405467,0.04084841816047241,0.04082882948035909,0.040815268625150745,0.040805861835731795,0.0407993243962322,0.04079477313270479,0.040791599431315266,0.0407893829378299,0.04078783271600267,0.040786747009373424
460,0.04531095052673675,0.043822797685359655,0.042832518556918595,0.04216888939992497,0.04172152822206755,0.041418428897086815,0.04121216710702963,0.04107125991819762,0.040974667001371555,0.04090824606885555,0.04086244382440859,0.04083077846942115,0.04080883493529277,0.040793595309648475,0.04078299012412273,0.040775596160035864,0.04077043203061101,0.040766819355130095,0.040764288140051085,0.04076251207930508,0.040761264180719445
461,0.045634079046415726,0.0440427333556484,0.04298054291700144,0.04226646691023407,0.04178353677214198,0.041455259029837446,0.04123111738179879,0.041077480155112825,0.04097180399300818,0.04089888986328519,0.040848438457536405,0.040813439573065,0.040789102835216785,0.0407721431429082,0.04076030042892251,0.040752015273811754,0.04074620881289335,0.04074213280562942,0.04073926713011078,0.040737249470147424,0.040735826939017235
462,0.04594706142556999,0.04426155604961059,0.043133038342554206,0.04237196349455846,0.041855583198018215,0.04150341749738082,0.04126217104230134,0.04109625960080157,0.040981759867319646,0.04090249315006399,0.04084746220284948,0.040809158188460815,0.040782433665593136,0.04076374734900313,0.040750655066046325,0.04074146490318434,0.04073500252567514,0.04073045082471974,0.04072723995005389,0.04072497164512404,0.04072336702633673
463,0.046228175360767475,0.04445554073967545,0.043265156393739845,0.0424599149564893,0.04191187883871146,0.04153695612956518,0.041279311742145525,0.04110156246745975,0.04097850380735124,0.04089304090423135,0.040833519311212145,0.04079195758604987,0.040762867747277144,0.040742462723515456,0.04072812069676615,0.04071802120304013,0.04071089678565998,0.04070586281489409,0.04070230044087525,0.04069977582085297,0.04069798420826711
464,0.04649286320433342,0.044645694555981365,0.04340092320917897,0.04255592265418093,0.041978788295063865,0.04158255483078236,0.04130929611489547,0.04112010286267357,0.04098865491638245,0.040897040959872184,0.04083300867986927,0.04078813867198262,0.040756622052960455,0.04073443658277644,0.04071878808049566,0.040707729736327226,0.04069990146798961,0.040694350731908496,0.04069040887613093,0.0406876055317481,0.04068560915849797
465,0.04670034410874723,0.044793529893405154,0.04350417897455128,0.042625924202689104,0.04202402653245489,0.0416093801969431,0.04132244796681659,0.04112311159177674,0.04098414613790596,0.04088696474947978,0.04081881174210691,0.04077089326717927,0.040737122299639716,0.04071327023744636,0.0406963899433423,0.040684421326775654,0.04067592046352334,0.040669872789074725,0.04066556379149296,0.04066248920282362,0.040660292431393165
466,0.046946612215817474,0.04497198957039429,0.043632645873626086,0.042717485529843134,0.042088324770743264,0.041653531620637035,0.04135170910591117,0.04114136691583033,0.04099426669352124,0.040891072640901124,0.04081847546861247,0.04076727209855031,0.04073107301535035,0.0407054260436963,0.04068721881503779,0.040674269133032806,0.040665042840977654,0.04065845869604134,0.04065375291273062,0.04065038480960303,0.04064797088334037
467,0.04715112577605262,0.04512305918395554,0.04374308952181101,0.04279717270933789,0.04214480338888262,0.04169254371772787,0.041377604593242516,0.041157429923604355,0.04100296985621502,0.04089427340865151,0.04081756657598039,0.04076329624055415,0.04072480984637788,0.04069745793555391,0.040677980410762364,0.040664084597846,0.04065415380850129,0.04064704519934279,0.04064194903992101,0.04063829040057933,0.040635660260783975
468,0.047396571810707146,0.04529777517519185,0.043865710544981534,0.04288132566449179,0.04220050356598219,0.041727175874426176,0.04139662524816562,0.04116487633879779,0.041001831900029435,0.04088676665882526,0.04080533356808711,0.040747555090050694,0.04070646416111733,0.04067717817626325,0.04065626415391297,0.040641301191066494,0.0406305774712457,0.04062287956482499,0.04061734535523321,0.040613361026422,0.04061048868663468
469,0.047681561080351396,0.045502339363400486,0.04401211542454204,0.04298542895213792,0.042273709381019244,0.041777742752754296,0.041430564230423676,0.041186579209048474,0.041014516663979206,0.040892796580085475,0.04080644733074805,0.04074503375606545,0.040701252783082606,0.04066997466531314,0.04064758438358126,0.040631526788682606,0.040619990959066585,0.040611690235450484,0.04060570834710464,0.04060139140093865,0.04059827182611279
470,0.047931632349083965,0.045682146666588465,0.04414090032493992,0.04307695613878579,0.042337919979160796,0.04182186528851263,0.041459880694629116,0.041204963282209184,0.041024817026896816,0.040897112599939896,0.04080632877583794,0.040741626249510825,0.040695404164029544,0.04066231300356239,0.040638575339720706,0.040621515868705764,0.040609234689929816,0.0406003791962892,0.04059398420248319,0.04058935951018361,0.04058601058556226
